0.9439095819739904, 0
0.8373562882037355, 1
0.5330657440470739, 0
0.9994629050524495, 1
0.8394708833343194, 0
0.9166199890818587, 1
0.9330217249766135, 1
0.9999550510638449, 1
0.983627714107677, 1
0.9999591526206997, 1
0.9732787985344382, 1
0.9992060576330068, 1
0.993205225623879, 1
0.9995992791467403, 1
0.8436549179953484, 1
0.7329239595395145, 1
0.9830658263756353, 1
0.9904304531143118, 1
0.9002409398813165, 1
0.9999758272567871, 1
0.7702125519408392, 1
0.9999679402963946, 1
0.9796186281520418, 1
0.9475678297951973, 1
0.9997025641218282, 1
0.552948208225081, 1
0.8451021767048777, 0
0.9999198433229314, 1
0.9999947092198727, 1
0.9987516980069396, 1
0.718948226664994, 1
0.5051890170861344, 1
0.8527195332351174, 1
0.9999148729456242, 1
0.9681614817693057, 1
0.7288109050148107, 1
0.9999974244263035, 1
0.6988283201571093, 0
0.9992667326620908, 1
0.9331365138790173, 1
0.6858076122049152, 1
0.5197731578048221, 0
0.9023513895479632, 1
0.9990135021556198, 1
0.9811866462067554, 1
0.892945482893356, 0
0.9998805298729455, 1
0.9998111035024881, 1
0.8895073495638544, 0
0.9999944631786108, 1
0.8738947555269063, 1
0.8827687618157338, 1
0.7234147720778482, 1
0.5513984982097351, 1
0.9999999947592071, 1
0.7831422097861764, 1
0.6647314618541356, 1
0.9858114618909499, 1
0.9890215607302075, 1
0.9847667793463588, 1
0.999905601641978, 1
0.9999992171622147, 1
0.9861094143085117, 1
0.6981111619873237, 1
0.7927840236970336, 0
0.9995066556801029, 1
0.948378411221388, 1
0.9808826583803036, 1
0.560603342277477, 1
0.9726284857426284, 1
0.9984397199069098, 1
0.9955191322365127, 1
0.6565296297849134, 0
0.8016308783946331, 1
0.9918531384972806, 0
0.6325041108677812, 1
0.8925971228546632, 1
0.9574363123346816, 1
0.5829198342212827, 1
0.6950882028823573, 0
0.5949052183483285, 1
0.9871025848289685, 1
